Charge,Hydrophobicity,Hydrophobic_Moment,Instability_Index,Isoelectric_Point,Aliphatic_Index,Hydrophilicity,AA_A,AA_C,AA_D,AA_E,AA_F,AA_G,AA_H,AA_I,AA_K,AA_L,AA_M,AA_N,AA_P,AA_Q,AA_R,AA_S,AA_T,AA_V,AA_W,AA_Y,Aromatic_Ratio,Positive_Charge_Ratio,Negative_Charge_Ratio
-1.210205669063419,0.5829937293822939,0.49803046924840294,45.176639372692236,6.639632565315695,57.69615606823223,0.15931011300365738,0.10793227458834143,0.11390779506662516,0.0,0.01951407518227753,0.0925659711431151,0.14727349360621877,0.005623217272823954,0.08307004897349846,0.068052936684108,0.11902362323945248,0.0,0.03671727003207773,0.0007388166880426261,0.009902546306400051,0.0,0.06174374923144278,0.050946385541055406,0.14865387980355135,0.04637221943294152,0.0,0.13381154446704732,0.031468398964695166,0.0
1.743804134401016,0.3000903678240338,0.29553757871234987,37.90333455438665,7.421611342932213,37.146961397677366,0.21281216077214243,0.017764887810158204,0.10351839595937404,0.0,0.031396171035348724,0.0,0.07466631435179394,0.0,0.0,0.12158411354089818,0.11038741740243926,0.0,0.06207939612821497,0.07822583874634073,0.024895788217205634,0.14560329620705553,0.13270544860139893,0.0,0.05534382045712873,0.09675861465080199,0.07504815119333931,0.1451307289621368,0.2583380723140511,0.0
3.029795647921886,0.13687563665663408,0.6559628745074179,36.12364227354468,9.09725083590626,53.41972497880907,0.13021739617351563,0.0,0.029657171469880655,0.006244344441306147,0.022790542042401454,0.020757287970935772,0.0,0.0,0.031490483369406255,0.0,0.0,0.0,0.03612021885984838,0.3841425033774948,0.026121876573181,0.5289121033270302,0.04303613077424044,0.024939614682459494,0.0,0.1816544532185374,0.0,0.19418022794914375,0.35247998231409233,0.029035191157047217
-1.3923319513092434,0.4148035900056928,0.32164510503775784,49.22335168887971,6.208251868371769,37.61843055642313,0.2614087385119509,0.09158554885737386,0.06816423760957337,0.06626187179235464,0.02000388339223505,0.0,0.07171005790925945,0.0,0.05890642050224489,0.1175417372675139,0.1342187948620474,0.03231884189854499,0.046641573199422026,0.0,0.07530515473353144,0.01402896783376359,0.07007931311215207,0.06938261624650323,0.042279868653616166,0.0,0.0823760491366766,0.05549446662022198,0.1023413068705302,0.08626593636680865
2.3755549619942276,0.6760225368816206,0.2887589489006101,32.651558272485396,8.344868248742802,66.34709230463676,-0.04751300751232008,0.09914256058919549,0.0,0.0,0.04657538024560397,0.05258001212527191,0.0,0.028160331372238362,0.12431007792042045,0.16015604100236178,0.36771634374383094,0.024215417786317535,0.003170099958481141,0.10044857786590013,0.0069891158651433,0.24117732911162973,0.0,0.0,0.029569737478036717,0.013325954272079603,0.0,0.031068881993504015,0.42949408196928845,0.0026958677937338957
7.905063980298835,0.03152022601848453,0.28662574413828623,21.966811381989835,9.975398406438929,33.303267764118665,0.3302349596928243,0.0,0.09253175237422609,0.04108905493727559,0.062439474020294705,0.0,0.31335041540084446,0.13410392918580957,0.04503020852073039,0.08641318498681436,0.0,0.03101813927543194,0.10368191129412983,0.0,0.08433095663754138,0.0,0.07273435743996229,0.06948796875427506,0.05897796855915824,0.0,0.05309854372079178,0.0,0.13740613590957698,0.10352864750131283
3.400862970135002,0.47366181129054136,0.20572231473256578,36.93331807273428,9.54693019676717,38.03410172892783,0.10320591712763307,0.0,0.02925161581335562,0.0005512946975590564,0.05212246724741863,0.09676238903626422,0.03848069839877614,0.06299835366739173,0.0,0.26607235435660886,0.2283742996053621,0.0,0.04871608432874483,0.0,0.0,0.0,0.08338474043962062,0.0,0.12803291733212502,0.10960203814104899,0.016724917676714288,0.223089385845477,0.3072762082779924,0.052673822609846856
3.7272231325487994,0.1625119532731133,0.5291902668581135,29.27355710042238,9.106060900567257,68.21222228115093,-0.0042833925892044045,0.018815999080406542,0.15259717937605025,0.013751482636692163,0.02188503531117841,0.01669184061062243,0.25494744134257097,0.00547747534207991,0.0,0.07287033400846846,0.07745845759361265,0.022681003285830916,0.0,0.14614990073727027,0.0,0.1740921784955674,0.007541610500645876,0.0007094989342689463,0.0,0.07360053679745249,0.0522969632317924,0.1425894128163378,0.252440140421881,0.035636929541694146
7.405084300701764,0.10764413891897656,0.34270999738305113,20.76774420061678,9.352794741983772,41.7588503766853,0.12697557428535883,0.0,0.0880028418870806,0.035143349359211457,0.0020560715189503025,0.0,0.28725132782368956,0.038524024812220996,0.06746703359231652,0.0,0.0,0.016040068232446626,0.03854381938953615,0.0983920272152097,0.0,0.2584763078189738,0.04744468542753439,0.05377968974402174,0.04742255174079725,0.0035557391181021414,0.05528970160370255,0.03595783253685688,0.25453467237682487,0.037199335274136186
5.984402568299297,0.32459501371881483,0.3705544628313442,33.92818221868226,8.337111118194157,36.214935275185,-0.04107869941781729,0.04375954961358885,0.1114804529823682,0.015515875387345803,0.0,0.08870588340459587,0.19329062709228556,0.0,0.024060765022142945,0.023115276613829783,0.10876271224723633,0.02309886322290873,0.0,0.1344532956582857,0.0,0.2757835540838235,0.0,0.0,0.04498300227573807,0.0,0.0,0.07992988949510826,0.27544230244734474,0.0018167272418123243
